Index,DrugName,Prescribed_for,User_Rating,Count_of_Reviews
1315,Lariam,['Malaria Prevention'],1.0,29
1316,Larin Fe 1 / 20,['Birth Control'],1.5,14
1317,Larin Fe 1.5 / 30,['Birth Control'],3.0,5
1318,Lasix,['Edema'],7.833333333333333,541
1319,Lastacaft,"['Conjunctivitis, Allergic']",4.25,54
1320,Latanoprost,"['Glaucoma, Open Angle']",8.0,13
1321,Latisse,['Eyelash Hypotrichosis'],10.0,16
1322,Latuda,"['Bipolar Disorde' 'Schizophrenia' 'Schizoaffective Disorde'
 'Borderline Personality Disorde']",6.959183673469388,4492
1323,Ledipasvir / sofosbuvir,['Hepatitis C'],8.337662337662337,2487
1324,Leflunomide,['Rheumatoid Arthritis' 'Psoriatic Arthritis'],5.0,592
1325,Lemtrada,['Multiple Sclerosis'],10.0,12
1326,Lenalidomide,['Lymphoma' 'Multiple Myeloma'],4.333333333333333,37
1327,Lesinurad,['Gout'],10.0,2
1328,Lessina,['Birth Control' 'Ovarian Cysts' 'Endometriosis'],5.142857142857143,33
1329,Letairis,['Pulmonary Hypertension'],10.0,11
1330,Letrozole,"['Breast Cancer, Adjuvant' 'Breast Cance' 'Breast Cancer, Metastatic']",7.045454545454546,1349
1331,Leuprolide,"['Prostate Cance' 'Endometriosis' 'Uterine Fibroids' 'emale Infertility'
 'Precocious Puberty']",6.066666666666666,1352
1332,Levacet,['Pain'],5.0,4
1333,Levalbuterol,"['Asthma, acute' 'COPD, Acute' 'COPD']",9.25,9
1334,Levaquin,"['Sinusitis' 'Skin or Soft Tissue Infection' 'Kidney Infections'
 'Otitis Media' 'Bronchitis' 'Pneumonia' 'Urinary Tract Infection'
 'Bacterial Infection' 'Bladder Infection' 'Prostatitis']",5.5125,2256
1335,Levemir,"['Diabetes, Type 2']",5.0,41
1336,Levetiracetam,['Seizures' 'Epilepsy' 'Bipolar Disorde'],5.892857142857143,1282
1337,Levitra,['Erectile Dysfunction'],8.074074074074074,1672
1338,Levlen,['Abnormal Uterine Bleeding' 'Birth Control'],5.0,36
1339,Levo-Dromoran,['Pain'],7.0,137
1340,Levocarnitine,['Peripheral Neuropathy'],8.0,13
1341,Levocetirizine,['Allergies' 'Allergic Rhinitis' 'Urticaria'],5.536585365853658,715
1342,Levofloxacin,"['Pneumonia' 'Sinusitis' 'Skin or Soft Tissue Infection'
 'Urinary Tract Infection' 'Bacterial Infection' 'Otitis Media'
 'Kidney Infections' 'Bronchitis' 'Prostatitis' 'Bladder Infection'
 'Conjunctivitis, Bacterial' 'Streptococcal Infection']",5.463157894736842,2333
1343,Levomilnacipran,['Major Depressive Disorde' 'Depression'],4.53125,934
1344,Levonorgestrel,['Emergency Contraception' 'Birth Control' 'Abnormal Uterine Bleeding'],7.3655063291139244,14804
1345,Levophed,['Hypotension'],8.0,8
1346,Levora,['Birth Control' 'Abnormal Uterine Bleeding' 'Endometriosis'],5.311111111111111,362
1347,Levorphanol,['Pain'],10.0,92
1348,Levothyroxine,"['Underactive Thyroid' ""Hashimoto's disease""
 'Hypothyroidism, After Thyroid Removal' 'TSH Suppression']",6.666666666666667,3908
1349,Levoxyl,"['Underactive Thyroid' ""Hashimoto's disease""
 'Hypothyroidism, After Thyroid Removal']",6.5,191
1350,Levsin,['Irritable Bowel Syndrome'],8.5,52
1351,Levsin SL,"['Irritable Bowel Syndrome' ""Crohn's Disease""]",9.666666666666666,117
1352,Lexapro,"['Depression' 'Generalized Anxiety Disorde' 'Anxiety'
 'Major Depressive Disorde' 'Obsessive Compulsive Disorde' 'ibromyalgia'
 'Bipolar Disorde' 'Irritable Bowel Syndrome']",8.257627118644068,14682
1353,Lexiscan,['Diagnosis and Investigation' 'Radionuclide Myocardial Perfusion Study'],4.5,10
1354,Lialda,"['Ulcerative Colitis, Active' 'Ulcerative Colitis']",5.764705882352941,247
1355,Librax,['Irritable Bowel Syndrome'],9.076923076923077,747
1356,Librium,['Alcohol Withdrawal' 'Anxiety'],9.380952380952381,1007
1357,Lidex,['Psoriasis' 'Dermatitis'],9.333333333333334,88
1358,Lidocaine,"['Anesthesia' 'Pain' 'Hemorrhoids' 'Neuropathic Pain'
 'Postherpetic Neuralgia' 'Local Anesthesia']",4.454545454545454,528
1359,Lidocaine / menthol,['Muscle Pain'],10.0,1
1360,Lidocaine / prilocaine,['Anesthesia'],8.0,39
1361,Lidocaine Viscous,['Pain'],9.0,19
1362,Lidoderm,['Pain' 'Postherpetic Neuralgia'],4.277777777777778,694
1363,Lifitegrast,['Dry Eye Disease'],4.954545454545454,381
1364,Liletta,['Birth Control'],6.428571428571429,255
1365,Limbitrol DS,['Depression'],10.0,42
1366,Limbrel,['Osteoarthritis'],9.0,11
1367,Linaclotide,"['Constipation, Chronic' 'Constipation' 'Irritable Bowel Syndrome']",7.440860215053763,3539
1368,Linagliptin,"['Diabetes, Type 2']",4.8,230
1369,Lindane,['Head Lice'],3.0,0
1370,Linezolid,"['Methicillin-Resistant Staphylococcus Aureus Infection'
 'Skin and Structure Infection' 'Bacterial Infection' 'Bacteremia']",8.75,133
1371,Linzess,"['Constipation, Chronic' 'Constipation' 'Irritable Bowel Syndrome']",7.228260869565218,3663
1372,Lioresal,['Muscle Spasm'],9.0,235
1373,Liothyronine,"['Underactive Thyroid' 'Hypothyroidism, After Thyroid Removal']",8.333333333333334,1116
1374,Lipitor,['High Cholesterol'],5.909090909090909,990
1375,Liraglutide,"['Diabetes, Type 2' 'Weight Loss' 'Obesity']",8.158490566037736,7090
1376,Lisdexamfetamine,"['ADHD' 'Binge Eating Disorde' 'Narcolepsy' 'Chronic Fatigue Syndrome'
 'Oppositional Defiant Disorde' 'Asperger Syndrome']",8.018518518518519,5307
1377,Lisinopril,"['Diabetic Kidney Disease' 'High Blood Pressure' 'Migraine Prevention'
 'Coronary Artery Disease' 'Heart Attack' 'Heart Failure']",5.530612244897959,4981
1378,Lithium,"['Bipolar Disorde' 'Depression' 'Cluster Headaches'
 'Borderline Personality Disorde' 'Mania' 'Schizoaffective Disorde']",7.626865671641791,2323
1379,Lithobid,['Bipolar Disorde' 'Schizoaffective Disorde'],7.0,146
1380,Livalo,['High Cholesterol'],6.833333333333333,295
1381,Lo / Ovral,['Birth Control'],5.5,11
1382,Lo / Ovral-28,['Birth Control'],1.0,3
1383,Lo Loestrin Fe,['Birth Control'],6.244541484716157,1946
1384,LoSeasonique,"['Birth Control' 'Endometriosis' 'Premenstrual Syndrome' 'Ovarian Cysts'
 'Abnormal Uterine Bleeding']",5.59375,188
1385,Locoid Lipocream,['Eczema' 'Dermatitis'],9.5,30
1386,Lodine,['Osteoarthritis'],9.666666666666666,173
1387,Loestrin 21 1 / 20,['Abnormal Uterine Bleeding' 'Menstrual Disorders' 'Birth Control'],5.5,14
1388,Loestrin 24 Fe,"['Acne' 'Birth Control' 'Abnormal Uterine Bleeding' 'Endometriosis'
 'Polycystic Ovary Syndrome' 'Menstrual Disorders']",5.927152317880795,983
1389,Loestrin Fe 1 / 20,['Acne'],2.0,1
1390,Lomaira,['Obesity'],8.0,7
1391,Lomedia 24 Fe,['Birth Control'],4.0,0
1392,Lomotil,['Diarrhea'],7.8,564
1393,Lonox,['Diarrhea'],10.0,15
1394,Loperamide,"['Diarrhea' 'Diarrhea, Acute' 'Diarrhea, Chronic' ""Traveler's Diarrhea""]",9.142857142857142,254
1395,Lopressor,['Angina'],10.0,38
1396,Loprox,['Seborrheic Dermatitis'],10.0,33
1397,Loratadine,['Allergic Rhinitis' 'Urticaria'],6.2727272727272725,184
1398,Loratadine / pseudoephedrine,['Allergic Rhinitis' 'Nasal Congestion'],5.4,173
1399,Lorazepam,"['Anxiety' 'Panic Disorde' 'Insomnia' 'Sedation'
 'Nausea/Vomiting, Chemotherapy Induced' 'Cervical Dystonia'
 'Nausea/Vomiting' 'Light Anesthesia' 'Status Epilepticus']",8.136645962732919,6648
1400,Lorazepam Intensol,['Panic Disorde'],8.5,44
1401,Lorcaserin,['Obesity' 'Weight Loss'],7.78,11142
1402,Lortab,['Cough' 'Pain' 'Back Pain' 'Rheumatoid Arthritis'],8.818181818181818,841
1403,Loryna,"['Birth Control' 'Acne' 'Premenstrual Dysphoric Disorde'
 'Menstrual Disorders']",4.2727272727272725,29
1404,Lorzone,['Muscle Spasm'],6.75,198
1405,Losartan,['High Blood Pressure' 'Diabetic Kidney Disease'],5.509090909090909,3901
1406,Lotemax,['Keratitis' 'Cyclitis' 'Iritis'],8.0,10
1407,Loteprednol / tobramycin,"['Iritis' 'Conjunctivitis, Bacterial']",8.5,22
1408,Lotrel,['High Blood Pressure'],7.8,131
1409,Lotronex,['Irritable Bowel Syndrome' 'Diarrhea'],9.6,117
1410,Lovastatin,['High Cholesterol'],9.5,47
1411,Lovastatin / niacin,['High Cholesterol'],10.0,14
1412,Lovaza,['Hypertriglyceridemia'],10.0,140
1413,Lovenox,"['Deep Vein Thrombosis, Prophylaxis' 'Deep Vein Thrombosis']",9.0,92
1414,Low-Ogestrel-21,['Birth Control'],10.0,23
1415,Loxapine,['Agitation'],7.0,2
1416,Lubiprostone,"['Constipation, Chronic' 'Irritable Bowel Syndrome'
 'Constipation, Drug Induced' 'Constipation' 'Opioid-Induced Constipation']",5.785714285714286,1448
1417,Lucentis,['Macular Degeneration' 'Macular Edema'],6.333333333333333,29
1418,Lumigan,"['Glaucoma, Open Angle']",9.0,9
1419,Luminal,['Seizures'],9.0,5
1420,Lunesta,['Insomnia'],6.613636363636363,1241
1421,Lupron,['Endometriosis' 'Uterine Fibroids' 'Prostate Cance'],6.333333333333333,851
1422,Lupron Depot,['Endometriosis' 'Uterine Fibroids' 'Prostate Cance'],6.3478260869565215,692
1423,Lupron Depot-PED,['Precocious Puberty'],8.0,44
1424,Lurasidone,['Bipolar Disorde' 'Schizophrenia' 'Schizoaffective Disorde'],6.675,4741
1425,Lutera,['Birth Control' 'Endometriosis'],6.223684210526316,746
1426,Luvox,['Depression' 'Anxiety and Stress' 'Obsessive Compulsive Disorde'],6.9411764705882355,763
1427,Luvox CR,['Anxiety and Stress'],8.0,28
1428,Luxiq,['Dermatological Disorders'],9.0,38
1429,Lybrel,['Birth Control'],6.75,142
1430,Lymphoseek,['Diagnosis and Investigation'],10.0,85
1431,Lyrica,"['ibromyalgia' 'Neuropathic Pain' 'Diabetic Peripheral Neuropathy'
 'Neuralgia' 'Pain' 'Postherpetic Neuralgia'
 'Reflex Sympathetic Dystrophy Syndrome' 'Generalized Anxiety Disorde'
 'Migraine Prevention' 'Peripheral Neuropathy' 'Restless Legs Syndrome']",6.658227848101266,7324
1432,Lysine,"['Herpes Simplex, Suppression' 'Herpes Simplex']",9.181818181818182,444
1433,Lysteda,['Menstrual Disorders' 'Menorrhagia'],7.916666666666667,716
1434,Lyza,['Birth Control' 'Abnormal Uterine Bleeding'],5.333333333333333,109
1435,MG217 Medicated Tar,['Psoriasis'],9.0,19
1436,MS Contin,['Chronic Pain' 'Pain'],6.181818181818182,488
1437,Macitentan,['Pulmonary Hypertension'],10.0,19
1438,Macrobid,"['Urinary Tract Infection' 'Bladder Infection'
 'Prevention of Bladder infection']",5.379746835443038,2272
1439,Macrodantin,"['Prevention of Bladder infection' 'Urinary Tract Infection'
 'Bladder Infection']",6.666666666666667,278
1440,Magaldrate / simethicone,['Indigestion'],10.0,3
1441,Magnacet,['Pain'],9.0,5
1442,Magnesium amino acids chelate,['Hypomagnesemia'],10.0,10
1443,Magnesium aspartate,['Dietary Supplementation'],7.0,2
1444,Magnesium citrate,['Constipation'],8.777777777777779,1493
1445,Magnesium hydroxide,['Constipation' 'Indigestion'],8.578947368421053,521
1446,Magnesium oxide,['Hypomagnesemia' 'Constipation'],10.0,178
1447,Magnesium salicylate,['Pain'],10.0,9
1448,Magnesium sulfate,['Seizure Prevention'],1.0,6
1449,Magnesium sulfate / potassium sulfate / sodium sulfate,['Bowel Preparation'],7.025510204081633,2822
1450,Makena,['Premature Lab'],5.5,135
1451,Malarone,['Malaria Prevention'],4.4,83
1452,Malathion,['Head Lice'],8.0,14
1453,Maprotiline,['Depression'],9.0,10
1454,Marezine,['Motion Sickness'],10.0,124
1455,Marinol,"['Anorexia' 'Nausea/Vomiting, Chemotherapy Induced']",9.5,30
1456,Marlissa,['Birth Control'],1.0,1
1457,Maxalt,['Migraine'],8.956521739130435,287
1458,Maxalt-MLT,['Migraine'],8.681818181818182,266
1459,Maxaron Forte,['Anemia'],5.5,16
1460,Maxifed DM,['Cough and Nasal Congestion'],8.0,5
1461,Mebaral,['Epilepsy'],9.0,11
1462,Meclizine,['Vertig' 'Motion Sickness'],7.5,1154
1463,Medrol Dosepak,"['Asthma, acute' 'Inflammatory Conditions']",9.25,211
1464,Medrox,['Muscle Pain'],6.0,1
1465,Medroxyprogesterone,['Abnormal Uterine Bleeding' 'Birth Control' 'Endometriosis' 'Amenorrhea'],4.940199335548173,3178
1466,Mefenamic acid,['Period Pain'],4.428571428571429,90
1467,Mefloquine,['Malaria Prevention' 'Malaria'],5.0,7
1468,Megace,['Endometrial Hyperplasia' 'Cachexia'],9.5,90
1469,Megace ES,['Weight Loss'],9.0,67
1470,Megestrol,"['Weight Loss' 'Abnormal Uterine Bleeding' 'Anorexia' 'Hot Flashes'
 'Endometrial Hyperplasia' 'Endometrial Cance']",7.076923076923077,249
1471,Melatonin,['Insomnia' 'Jet Lag'],7.04,796
1472,Meloxicam,"['Inflammatory Conditions' 'Osteoarthritis' 'Rheumatoid Arthritis'
 'Tendonitis' 'ibromyalgia' 'Juvenile Rheumatoid Arthritis']",7.152777777777778,2683
1473,Memantine,"[""Alzheimer's Disease"" 'Autism']",5.0,426
1474,Meningococcal conjugate vaccine,['Meningococcal Meningitis Prophylaxis'],1.0,1
1475,Menopur,['llicle Stimulation'],10.0,14
1476,Menotropins,['llicle Stimulation'],10.0,14
1477,Menthol / zinc oxide,['Diaper Rash'],10.0,29
1478,Meperidine,['Pain' 'Light Sedation'],9.421052631578947,638
1479,Mephobarbital,['Epilepsy'],10.0,39
1480,Mepolizumab,['Asthma'],5.5,29
1481,Meprobamate,['Anxiety'],10.0,34
1482,Mercaptopurine,"['Autoimmune Hepatitis' ""Crohn's Disease, Maintenance""
 ""Crohn's Disease, Acute"" 'Ulcerative Colitis, Maintenance']",6.714285714285714,69
1483,Meridia,['Obesity'],7.928571428571429,582
1484,Mesalamine,"[""Crohn's Disease, Maintenance"" 'Ulcerative Colitis'
 'Ulcerative Colitis, Active' 'Lymphocytic Colitis' ""Crohn's Disease""
 'Ulcerative Proctitis' 'Ulcerative Colitis, Maintenance']",7.649122807017544,1030
1485,Mestinon,"['Myasthenia Gravis' 'Reversal of Nondepolarizing Muscle Relaxants'
 'Dysautonomia']",6.142857142857143,130
1486,Mestranol / norethindrone,['Birth Control'],3.0,1
1487,Metadate CD,['ADHD'],8.142857142857142,296
1488,Metadate ER,['ADHD'],7.0,3
1489,Metamucil,['Constipation' 'Irritable Bowel Syndrome' 'Dietary Fiber Supplementation'],8.0,163
1490,Metaproterenol,"['COPD, Acute']",9.0,8
1491,Metaxalone,['Muscle Spasm' 'ibromyalgia'],7.3,671
1492,Metformin,"['Diabetes, Type 2' 'Insulin Resistance Syndrome' 'min)'
 'Polycystic Ovary Syndrome' 'emale Infertility']",7.184210526315789,3146
1493,Metformin / saxagliptin,['min / saxagliptin)'],7.75,69
1494,Metformin / sitagliptin,"['min / sitagliptin)' 'Diabetes, Type 2']",6.777777777777778,348
1495,Methadone,['Opiate Withdrawal' 'Pain' 'Chronic Pain'],8.756756756756756,4339
1496,Methadone Diskets,['Opiate Withdrawal' 'Chronic Pain' 'Pain'],9.4,190
1497,Methadose,['Chronic Pain' 'Pain' 'Opiate Withdrawal'],9.571428571428571,478
1498,Methamphetamine,['ADHD' 'Obesity'],9.5,355
1499,Methenamine,"['Prevention of Bladder infection' 'Bladder Infection'
 'Urinary Tract Infection']",7.666666666666667,330
1500,Methergine,['Migraine'],10.0,26
1501,Methimazole,['Hyperthyroidism'],2.0,45
1502,Methocarbamol,['Muscle Spasm' 'Opiate Withdrawal'],6.5227272727272725,2397
1503,Methotrexate,"['Psoriasis' 'Rheumatoid Arthritis' 'Psoriatic Arthritis'
 'Systemic Sclerosis']",6.7073170731707314,2092
1504,Methscopolamine,['Irritable Bowel Syndrome'],6.333333333333333,5
1505,Methyl salicylate,['Muscle Pain' 'Osteoarthritis'],2.8333333333333335,1
1506,Methyldopa,['High Blood Pressure'],3.0,24
1507,Methylergonovine,['Migraine'],10.0,3
1508,Methylin,['ADHD' 'Narcolepsy'],8.0,74
1509,Methylin ER,['ADHD'],9.0,11
1510,Methylnaltrexone,"['Constipation, Drug Induced' 'Opioid-Induced Constipation'
 'Constipation, Chronic']",6.583333333333333,256
1511,Methylphenidate,['Narcolepsy' 'ADHD' 'Depression' 'atigue'],7.559440559440559,4259
1512,Methylprednisolone,"['Inflammatory Conditions' 'Gout, Acute' 'Dermatologic Lesion'
 'Immunosuppression' 'Allergic Rhinitis' 'Rheumatoid Arthritis'
 'Neuralgia' 'Osteoarthritis' 'Asthma']",8.1,1630
1513,Metoclopramide,"['Migraine' 'Nausea/Vomiting' 'GERD' 'Gastroparesis'
 'Lactation Augmentation']",4.430769230769231,1051
1514,Metolazone,['Edema'],9.5,78
1515,Metoprolol,"['Heart Attack' 'Benign Essential Trem' 'High Blood Pressure'
 'Supraventricular Tachycardia' 'Migraine Prevention'
 'Atrial Fibrillation' 'Premature Ventricular Depolarizations' 'Angina'
 'Heart Failure' 'Mitral Valve Prolapse']",6.413333333333333,3867
1516,Metoprolol Tartrate,['Angina' 'Heart Attack'],5.333333333333333,71
1517,Metozolv ODT,['Gastroparesis'],5.0,22
1518,MetroCream,['Rosacea'],7.333333333333333,135
1519,MetroGel,['Rosacea'],5.0,221
1520,MetroGel-Vaginal,['Bacterial Vaginitis'],6.333333333333333,146
1521,Metronidazole,"['Rosacea' 'Giardiasis' 'Diverticulitis' 'Bacterial Vaginitis'
 'Dental Abscess' 'Bacterial Infection' ""Crohn's Disease, Acute""
 'Pelvic Inflammatory Disease' 'Trichomoniasis' 'Clostridial Infection'
 'Helicobacter Pylori Infection' 'Intraabdominal Infection' 'Amebiasis'
 'Surgical Prophylaxis' 'Skin or Soft Tissue Infection' 'Pneumonia']",6.855123674911661,4810
1522,Mevacor,['High Cholesterol'],10.0,26
1523,Mexiletine,['Arrhythmia' 'Myotonia Congenita'],6.0,11
1524,Miacalcin Nasal,['Osteoporosis'],6.0,36
1525,Mibelas 24 Fe,['Birth Control'],3.2,5
1526,Micardis,['High Blood Pressure'],4.571428571428571,538
1527,Micardis HCT,['High Blood Pressure'],9.0,30
1528,Miconazole,['Vaginal Yeast Infection' 'Tinea Pedis' 'Tinea Cruris'],2.927113702623907,2185
1529,Miconazole / zinc oxide,['Diaper Rash'],10.0,6
1530,Microgestin 1 / 20,['Birth Control' 'Endometriosis' 'Abnormal Uterine Bleeding'],6.3,143
1531,Microgestin 1.5 / 30,['Birth Control'],8.0,0
1532,Microgestin Fe 1 / 20,"['Acne' 'Birth Control' 'Menstrual Disorders' 'Endometriosis'
 'Polycystic Ovary Syndrome']",6.049586776859504,1408
1533,Microgestin Fe 1.5 / 30,['Birth Control' 'Menstrual Disorders'],5.5,112
1534,Microzide,['High Blood Pressure'],10.0,34
1535,Midazolam,['Light Sedation' 'Light Anesthesia'],3.25,69
1536,Midodrine,['Hypotension' 'Dysautonomia' 'Postural Orthostatic Tachycardia Syndrome'],5.5,162
1537,Migergot,['Migraine'],10.0,11
1538,Miglitol,"['Diabetes, Type 2']",10.0,4
1539,Migranal,['Migraine' 'Cluster Headaches'],7.75,40
1540,Milk of Magnesia,['Constipation'],9.5,35
1541,Milk thistle,['Herbal Supplementation'],10.0,4
1542,Milnacipran,['ibromyalgia'],7.115384615384615,3568
1543,Miltown,['Anxiety'],3.0,6
1544,Mimvey,['Postmenopausal Symptoms'],1.0,0
1545,Minastrin 24 Fe,['Birth Control'],5.043478260869565,484
1546,Minipress,"['Post Traumatic Stress Disorde' 'High Blood Pressure'
 'Benign Prostatic Hyperplasia']",7.0,208
1547,Minivelle,['Postmenopausal Symptoms'],7.333333333333333,138
1548,Minocin,['Acne'],6.0,60
1549,Minocycline,['Rheumatoid Arthritis' 'Acne' 'Rosacea' 'Skin and Structure Infection'],6.469026548672566,1391
1550,Minoxidil,['High Blood Pressure' 'Alopecia'],5.6521739130434785,815
1551,MiraLax,"['Constipation, Acute' 'Constipation' 'Bowel Preparation']",7.923076923076923,1985
1552,Mirabegron,['Overactive Bladde' 'Urinary Incontinence'],6.612903225806452,1296
1553,Mirapex,"['Restless Legs Syndrome' ""Parkinson's Disease""
 'Periodic Limb Movement Disorde']",7.0,724
1554,Mircette,['Birth Control'],7.5,60
1555,Mirena,['Birth Control' 'Abnormal Uterine Bleeding'],6.728971962616822,5439
1556,Mirtazapine,"['Depression' 'Insomnia' 'Post Traumatic Stress Disorde'
 'Obsessive Compulsive Disorde' 'Anxiety' 'Major Depressive Disorde']",7.146892655367232,8062
1557,Mirvaso,['Rosacea'],2.85,335
1558,Misoprostol,['Abortion'],8.0,27
1559,Mobic,"['Inflammatory Conditions' 'Osteoarthritis' 'Rheumatoid Arthritis'
 'ibromyalgia' 'Tendonitis']",6.666666666666667,1798
1560,Modafinil,"['Narcolepsy' 'Obstructive Sleep Apnea/Hypopnea Syndrome'
 'Chronic Fatigue Syndrome' 'Depression' 'atigue' 'Hypersomnia'
 'Shift Work Sleep Disorde' 'Multiple Sclerosis' 'ADHD']",8.17142857142857,2630
1561,Moderiba,['Hepatitis C'],8.0,0
1562,Mometasone,"['Eczema' 'Allergic Rhinitis' 'Dermatitis' 'Nasal Polyps'
 'Asthma, Maintenance' 'Psoriasis' 'Sinus Symptoms']",7.766666666666667,592
1563,Monistat 1-Day or Night Combination Pack,['Vaginal Yeast Infection'],4.333333333333333,15
1564,Monistat 3-Day Combination Pack,['Vaginal Yeast Infection'],3.3793103448275863,174
1565,Monistat 7,['Vaginal Yeast Infection'],2.6538461538461537,175
1566,Monistat 7-Day Combination Pack,['Vaginal Yeast Infection'],3.896551724137931,289
1567,Mono-Linyah,['Birth Control'],5.5,9
1568,Monodox,['Acne'],7.333333333333333,148
1569,Mononessa,['Birth Control' 'Abnormal Uterine Bleeding' 'Ovarian Cysts'],6.0,389
1570,Montelukast,"['Asthma' 'Asthma, Maintenance' 'Allergic Rhinitis'
 'Bronchospasm Prophylaxis' 'COPD']",6.183098591549296,2300
1571,Monurol,['Bladder Infection'],7.0,84
1572,Morphine,['Chronic Pain' 'Pain'],7.689655172413793,1585
1573,Morphine / naltrexone,['Pain' 'Chronic Pain'],5.833333333333333,320
1574,Motofen,"['Diarrhea, Chronic']",10.0,25
1575,Motrin,['Rheumatoid Arthritis' 'Pain' 'Osteoarthritis' 'Headache'],9.75,64
1576,Motrin IB,['Back Pain' 'Pain'],9.5,27
1577,Motrin Infant Drops,['Pain'],10.0,6
1578,Movantik,"['Constipation, Drug Induced' 'Opioid-Induced Constipation'
 'Constipation, Chronic']",5.333333333333333,672
1579,MoviPrep,['Bowel Preparation' 'Gastrointestinal Decontamination'],7.384615384615385,815
1580,Moxatag,['Bacterial Endocarditis Prevention'],9.0,17
1581,Moxeza,"['Conjunctivitis, Bacterial']",10.0,10
1582,Moxifloxacin,"['Pneumonia' 'Bronchitis' 'Sinusitis' 'Conjunctivitis, Bacterial'
 'Ophthalmic Surgery' 'Bacterial Infection']",6.65,662
1583,Mucinex,['ibromyalgia' 'Cough' 'Bronchitis'],7.777777777777778,1354
1584,Mucinex D,['Cough and Nasal Congestion'],6.6976744186046515,622
1585,Mucinex D Maximum Strength,['Cough and Nasal Congestion'],7.6,2
1586,Mucinex DM,['Cough'],5.0,15
1587,Mucinex Fast-Max Severe Congestion & Cough,['Cough and Nasal Congestion'],1.0,3
1588,Mucomyst-10,['Acetaminophen Overdose'],9.0,14
1589,Multaq,['Atrial Fibrillation'],7.5,175
1590,Multivitamin,['Dietary Supplementation'],4.8,482
1591,Multivitamin with iron,['Vitamin/Mineral Supplementation and Deficiency' 'Anemia'],9.833333333333334,105
1592,Multivitamin with minerals,['Vitamin/Mineral Supplementation and Deficiency'],7.25,4
1593,"Multivitamin, prenatal",['Vitamin/Mineral Supplementation during Pregnancy/Lactation'],8.176470588235293,131
1594,Mupirocin,['Skin and Structure Infection'],5.5,129
1595,Muse,['Erectile Dysfunction'],6.285714285714286,561
1596,My Way,['Emergency Contraception'],5.888888888888889,38
1597,Mycolog II,['Cutaneous Candidiasis'],10.0,75
1598,Mycophenolate mofetil,"['Myasthenia Gravis' 'Ulcerative Colitis' 'Autoimmune Hepatitis'
 'Multiple Sclerosis' 'Dermatomyositis'
 'Organ Transplant, Rejection Prophylaxis' 'Rheumatoid Arthritis'
 'Bullous Pemphigoid']",7.0,163
1599,Mycophenolic acid,['tic (mycophenolic acid)'],10.0,18
1600,Mydayis,['ADHD'],4.0,42
1601,Myobloc,['Cervical Dystonia'],8.0,0
1602,Myophen,['Pain'],8.0,2
1603,Myrbetriq,['Overactive Bladde' 'Urinary Incontinence'],6.12,1294
1604,Mysoline,['Seizures'],9.5,57
1605,NP Thyroid,"['Underactive Thyroid' 'TSH Suppression' ""Hashimoto's disease""]",7.0,53
1606,Nabumetone,['Back Pain' 'Sciatica' 'Osteoarthritis'],7.25,320
1607,Nadolol,"['High Blood Pressure' 'Migraine Prevention'
 'Esophageal Variceal Hemorrhage Prophylaxis' 'Anxiety']",9.0,150
1608,Nafcillin,['Bone infection'],9.0,2
1609,Naftifine,['Tinea Cruris'],10.0,11
1610,Naftin,['Tinea Pedis'],10.0,5
1611,Nalbuphine,['Pain'],9.25,24
1612,Naloxegol,"['Opioid-Induced Constipation' 'Constipation, Drug Induced'
 'Constipation, Chronic']",4.421052631578948,726
1613,Naloxone,['Opioid Overdose' 'Reversal of Opioid Sedation'],7.8,14
1614,Naloxone / pentazocine,['Pain'],9.0,35
1615,Naltrexone,['Opiate Dependence' 'ibromyalgia' 'Alcohol Dependence'],8.037735849056604,3578
1616,Namenda,"[""Alzheimer's Disease""]",1.6666666666666667,246
1617,Naphazoline,['Nasal Congestion'],9.666666666666666,63
1618,Naphazoline / pheniramine,['Eye Redness/Itching'],9.0,45
1619,Naprelan,['Period Pain' 'Pain' 'Muscle Pain' 'Osteoarthritis'],9.0,130
1620,Naprosyn,"['Back Pain' 'Pain' 'Rheumatoid Arthritis' 'Tendonitis'
 'Ankylosing Spondylitis']",8.0,244
1621,Naproxen,"['Period Pain' 'Back Pain' 'Pain' 'Gout, Acute' 'Sciatica' 'Headache'
 'Osteoarthritis' 'Rheumatoid Arthritis' 'Costochondritis' 'Muscle Pain'
 'Neck Pain' 'Bursitis' 'zen Shoulde' 'Tendonitis'
 'Ankylosing Spondylitis']",7.722222222222222,2201
1622,Naproxen / sumatriptan,['Migraine'],9.307692307692308,222
1623,Naratriptan,['Migraine'],8.166666666666666,70
1624,Narcan Injection,['Opioid Overdose' 'Reversal of Opioid Sedation'],7.0,54
1625,Nardil,['Depression'],7.75,309
1626,Nasacort,['Allergic Rhinitis'],3.909090909090909,166
1627,Nasacort Allergy 24HR,['Allergic Rhinitis'],4.666666666666667,3
1628,Nasonex,['Allergic Rhinitis' 'Sinus Symptoms'],5.125,102
1629,Natalizumab,['Multiple Sclerosis'],8.076923076923077,736
1630,Natazia,['Menorrhagia' 'Birth Control'],6.285714285714286,70
1631,Nateglinide,"['Diabetes, Type 2']",1.0,1
1632,Natesto,"['Hypogonadism, Male']",9.5,17
1633,Natroba,['Head Lice'],9.5,81
1634,Nature-Throid,"[""Hashimoto's disease"" 'Thyroid Cance'
 'Hypothyroidism, After Thyroid Removal']",9.875,869
